id,label,summary
catch_cold.v.01,catch_cold||catch_cold.v.01,come down with a cold
sicken.v.04,sicken||sicken.v.04,make sick or ill
poison.v.05,poison||poison.v.05,administer poison to
intoxicate.v.03,intoxicate||intoxicate.v.03,"have an intoxicating effect on, of a drug"
infect.v.02,infect||infect.v.02,contaminate with a disease or microorganism
superinfect.v.01,superinfect||superinfect.v.01,infect (an infected cell) further or infect a cell already containing similar organisms
smut.v.04,smut||smut.v.04,"affect with smut or mildew, as of a crop such as corn"
disinfect.v.01,disinfect||disinfect.v.01,destroy microorganisms or pathogens by cleansing
chlorinate.v.02,chlorinate||chlorinate.v.02,disinfect with chlorine
infect.v.01,infect||infect.v.01,communicate a disease to
canker.v.02,canker||canker.v.02,infect with a canker
canker.v.01,canker||canker.v.01,become infected with a canker
traumatize.v.01,traumatize||traumatize.v.01,inflict a trauma upon
shock.v.06,shock||shock.v.06,subject to electrical shocks
galvanize.v.03,galvanize||galvanize.v.03,stimulate (muscles) by administering a shock
mutilate.v.03,mutilate||mutilate.v.03,destroy or injure severely
maim.v.01,maim||maim.v.01,injure or wound seriously and leave permanent disfiguration or mutilation
twist.v.10,twist||twist.v.10,twist suddenly so as to sprain
subluxate.v.01,subluxate||subluxate.v.01,sprain or dislocate slightly
cripple.v.02,cripple||cripple.v.02,"deprive of the use of a limb, especially a leg"
hamstring.v.02,hamstring||hamstring.v.02,cripple by cutting the hamstring
disable.v.02,disable||disable.v.02,injure permanently
hock.v.02,hock||hock.v.02,disable by cutting the hock
devolve.v.03,devolve||devolve.v.03,grow worse
recuperate.v.04,recuperate||recuperate.v.04,get over an illness or shock
snap_back.v.01,snap_back||snap_back.v.01,recover quickly
recuperate.v.03,recuperate||recuperate.v.03,restore to good health or strength
relapse.v.02,relapse||relapse.v.02,go back to bad behavior
languish.v.03,languish||languish.v.03,become feeble
waste.v.10,waste||waste.v.10,become physically weaker
atrophy.v.01,atrophy||atrophy.v.01,undergo atrophy
hypertrophy.v.01,hypertrophy||hypertrophy.v.01,undergo hypertrophy
fledge.v.03,fledge||fledge.v.03,grow feathers
grow.v.08,grow||grow.v.08,come to have or undergo a change of (physical features and attributes)
regrow.v.01,regrow||regrow.v.01,grow anew or continue growth after an injury or interruption
spring.v.04,spring||spring.v.04,develop suddenly
sprout.v.02,sprout||sprout.v.02,put forth and grow sprouts or shoots
stool.v.03,stool||stool.v.03,grow shoots in the form of stools or tillers
leaf.v.03,leaf||leaf.v.03,"produce leaves, of plants"
pod.v.02,pod||pod.v.02,"produce pods, of plants"
teethe.v.01,teethe||teethe.v.01,grow teeth; cut the baby teeth
cut.v.40,cut||cut.v.40,grow through the gums
ankylose.v.02,ankylose||ankylose.v.02,undergo ankylosis
ankylose.v.01,ankylose||ankylose.v.01,produce ankylosis by surgery
pupate.v.01,pupate||pupate.v.01,develop into a pupa
work_up.v.02,work_up||work_up.v.02,develop
fester.v.01,fester||fester.v.01,ripen and generate pus
draw.v.36,draw||draw.v.36,cause to localize at one point
suppurate.v.01,suppurate||suppurate.v.01,cause to ripen and discharge pus
necrose.v.01,necrose||necrose.v.01,undergo necrosis
regenerate.v.09,regenerate||regenerate.v.09,restore strength
rejuvenate.v.05,rejuvenate||rejuvenate.v.05,become young again
regenerate.v.08,regenerate||regenerate.v.08,undergo regeneration
resuscitate.v.01,resuscitate||resuscitate.v.01,cause to regain consciousness
boot.v.02,boot||boot.v.02,cause to load (an operating system) and start the initial processes
resurrect.v.01,resurrect||resurrect.v.01,cause to become alive again
resurrect.v.03,resurrect||resurrect.v.03,return from the dead
scab.v.01,scab||scab.v.01,form a scab
skin_over.v.01,skin_over||skin_over.v.01,grow new skin over an injury
heal.v.02,heal||heal.v.02,get healthy again
granulate.v.03,granulate||granulate.v.03,form granulating tissue
poop_out.v.01,poop_out||poop_out.v.01,use up all one's strength and energy and stop working
exercise.v.04,exercise||exercise.v.04,do physical exercise
train.v.08,train||train.v.08,exercise in order to prepare for an event or competition
tumble.v.11,tumble||tumble.v.11,"do gymnastics, roll and turn skillfully"
roll.v.09,roll||roll.v.09,"execute a roll, in tumbling"
exercise.v.03,exercise||exercise.v.03,give a workout to
warm_up.v.04,warm_up||warm_up.v.04,cause to do preliminary exercises so as to stretch the muscles
limber.v.02,limber||limber.v.02,cause to become limber
tone.v.05,tone||tone.v.05,give a healthy elasticity to
stretch.v.11,stretch||stretch.v.11,extend one's body or limbs
fart.v.01,fart||fart.v.01,expel intestinal gases through the anus
snuffle.v.02,snuffle||snuffle.v.02,snuff up mucus through the nose
spit.v.01,spit||spit.v.01,expel or eject (saliva or phlegm or sputum) from the mouth
splutter.v.02,splutter||splutter.v.02,spit up in an explosive manner
stub.v.04,stub||stub.v.04,strike (one's toe) accidentally against an object
harm.v.01,harm||harm.v.01,cause or do harm to
salivate.v.01,salivate||salivate.v.01,produce saliva
drivel.v.01,drivel||drivel.v.01,let saliva drivel from the mouth
blush.v.01,blush||blush.v.01,"turn red, as if in embarrassment or shame"
pale.v.01,pale||pale.v.01,"turn pale, as if in fear"
etiolate.v.03,etiolate||etiolate.v.03,make pale or sickly
tan.v.02,tan||tan.v.02,"get a tan, from wind or sun"
suntan.v.01,suntan||suntan.v.01,get a tan from being exposed to the sun
sun.v.01,sun||sun.v.01,expose one's body to the sun
sunburn.v.01,sunburn||sunburn.v.01,get a sunburn by overexposure to the sun
generalize.v.04,generalize||generalize.v.04,become systemic and spread throughout the body
metastasize.v.01,metastasize||metastasize.v.01,spread throughout the body
exhaust.v.05,exhaust||exhaust.v.05,eliminate (a substance)
emit.v.01,emit||emit.v.01,expel (gases or odors)
joke.v.02,joke||joke.v.02,act in a funny or teasing way
clown.v.01,clown||clown.v.01,act as or like a clown
feel.v.04,feel||feel.v.04,"be conscious of a physical, mental, or emotional state"
feel_like_a_million.v.01,feel_like_a_million||feel_like_a_million.v.01,be in excellent health and spirits
suffocate.v.06,suffocate||suffocate.v.06,feel uncomfortable for lack of fresh air
gown.v.01,gown||gown.v.01,dress in a gown
jaundice.v.02,jaundice||jaundice.v.02,"affect with, or as if with, jaundice"
piffle.v.02,piffle||piffle.v.02,act in a trivial or ineffective way
run_down.v.03,run_down||run_down.v.03,"injure or kill by running over, as with a vehicle"
pack_on.v.01,pack_on||pack_on.v.01,gain (weight)
call.v.28,call||call.v.28,rouse somebody from sleep with a call
make.v.48,make||make.v.48,behave in a certain way
make_as_if.v.01,make_as_if||make_as_if.v.01,begin or appear to begin an action
break.v.58,break||break.v.58,diminish or discontinue abruptly
fracture.v.06,fracture||fracture.v.06,fracture a bone of
fracture.v.05,fracture||fracture.v.05,break (a bone)
refracture.v.01,refracture||refracture.v.01,break (a bone) that was previously broken but mended in an abnormal way
fracture.v.04,fracture||fracture.v.04,become fractured
cut.v.39,cut||cut.v.39,have grow through the gums
give.v.44,give||give.v.44,proffer (a body part)
give.v.43,give||give.v.43,consent to engage in sexual intercourse with a man
pack.v.13,pack||pack.v.13,"treat the body or any part of it by wrapping it, as with blankets or sheets, and applying compresses to it, or stuffing it to provide cover, containment, or therapy, or to absorb blood"
snuff.v.02,snuff||snuff.v.02,inhale audibly through the nose
froth.v.03,froth||froth.v.03,exude or expel foam
lather.v.03,lather||lather.v.03,exude sweat or lather
change.v.02,change||change.v.02,undergo a change; become different in essence; losing one's or its original nature
shade.v.05,shade||shade.v.05,pass from one quality such as color to another by a slight degree
shade.v.04,shade||shade.v.04,vary slightly
gel.v.01,gel||gel.v.01,become a gel
brutalize.v.03,brutalize||brutalize.v.03,become brutal or insensitive and unfeeling
brutalize.v.02,brutalize||brutalize.v.02,"make brutal, unfeeling, or inhuman"
caramelize.v.02,caramelize||caramelize.v.02,convert to caramel
rasterize.v.01,rasterize||rasterize.v.01,convert (an image) into pixels
caramelize.v.01,caramelize||caramelize.v.01,be converted into caramel
convert.v.11,convert||convert.v.11,"change in nature, purpose, or function; undergo a chemical change"
convert.v.02,convert||convert.v.02,"change the nature, purpose, or function of something"
humify.v.01,humify||humify.v.01,convert (plant remains) into humus
verbalize.v.04,verbalize||verbalize.v.04,convert into a verb
creolize.v.01,creolize||creolize.v.01,develop into a creole
sporulate.v.02,sporulate||sporulate.v.02,convert into spores
novelize.v.01,novelize||novelize.v.01,convert into the form or the style of a novel
deaden.v.07,deaden||deaden.v.07,"convert (metallic mercury) into a grey powder consisting of minute globules, as by shaking with chalk or fatty oil"
opalize.v.02,opalize||opalize.v.02,replace or convert into opal
opalize.v.01,opalize||opalize.v.01,make opalescent
receive.v.08,receive||receive.v.08,convert into sounds or pictures
reconvert.v.01,reconvert||reconvert.v.01,convert back
malt.v.04,malt||malt.v.04,convert into malt
malt.v.03,malt||malt.v.03,convert grain into malt
malt.v.02,malt||malt.v.02,"turn into malt, become malt"
stay.v.01,stay||stay.v.01,stay the same; remain in a certain state
keep_out.v.02,keep_out||keep_out.v.02,remain outside
continue.v.10,continue||continue.v.10,exist over a prolonged period of time
keep_up.v.04,keep_up||keep_up.v.04,keep informed
sit_tight.v.01,sit_tight||sit_tight.v.01,maintain the same position; wait it out
differentiate.v.06,differentiate||differentiate.v.06,become distinct and acquire a different character
speciate.v.01,speciate||speciate.v.01,evolve so as to lead to a new species or develop in a way most suited to the environment
differentiate.v.04,differentiate||differentiate.v.04,become different during development
dedifferentiate.v.01,dedifferentiate||dedifferentiate.v.01,lose specialization in form or function
mutate.v.01,mutate||mutate.v.01,undergo mutation
arterialize.v.01,arterialize||arterialize.v.01,change venous blood into arterial blood
revert.v.02,revert||revert.v.02,"undergo reversion, as in a mutation"
make.v.02,make||make.v.02,give certain properties to something
render.v.01,render||render.v.01,cause to become
get.v.03,get||get.v.03,cause to move; cause to be in a certain position or condition
have.v.11,have||have.v.11,undergo
alternate.v.05,alternate||alternate.v.05,do something in turns
spell.v.06,spell||spell.v.06,take turns working
alternate.v.01,alternate||alternate.v.01,go back and forth; swing back and forth between two states or conditions
interchange.v.04,interchange||interchange.v.04,"reverse (a direction, attitude, or course of action)"
counterchange.v.01,counterchange||counterchange.v.01,cause to change places
vascularize.v.02,vascularize||vascularize.v.02,make vascular
decrepitate.v.02,decrepitate||decrepitate.v.02,to roast or calcine so as to cause to crackle or until crackling stops
decrepitate.v.01,decrepitate||decrepitate.v.01,undergo decrepitation and crackle
crackle.v.03,crackle||crackle.v.03,"to become, or to cause to become, covered with a network of small cracks"
suburbanize.v.02,suburbanize||suburbanize.v.02,make suburban in character
suburbanize.v.01,suburbanize||suburbanize.v.01,take on suburban character
change.v.03,change||change.v.03,"become different in some particular way, without permanently losing one's or its former characteristics or essence"
modulate.v.05,modulate||modulate.v.05,"vary the frequency, amplitude, phase, or other characteristic of (electromagnetic waves)"
avianize.v.01,avianize||avianize.v.01,to modify microorganisms by repeated culture in the developing chick embryo
optimize.v.02,optimize||optimize.v.02,modify to achieve maximum efficiency in storage capacity or time or cost
move.v.07,move||move.v.07,go or proceed from one point to another
step.v.10,step||step.v.10,move or proceed as if by steps into a new situation
scroll.v.01,scroll||scroll.v.01,move through text or graphics in order to display parts that do not fit on the screen
roll.v.18,roll||roll.v.18,show certain properties when being rolled
roll.v.17,roll||roll.v.17,take the shape of a roll or cylinder
glaze.v.02,glaze||glaze.v.02,become glassy or take on a glass-like appearance
revolutionize.v.01,revolutionize||revolutionize.v.01,change radically
turn.v.07,turn||turn.v.07,"pass into a condition gradually, take on a specific property or attribute; become"
bald.v.01,bald||bald.v.01,grow bald; lose hair on one's head
change.v.01,change||change.v.01,cause to change; make different; cause a transformation
sensualize.v.03,sensualize||sensualize.v.03,debase through carnal gratification
etiolate.v.02,etiolate||etiolate.v.02,bleach and alter the natural development of (a green plant) by excluding sunlight
barbarize.v.02,barbarize||barbarize.v.02,make crude or savage in behavior or speech
barbarize.v.01,barbarize||barbarize.v.01,become crude or savage or barbaric in behavior or language
alkalinize.v.02,alkalinize||alkalinize.v.02,make (a substance) alkaline
alkalinize.v.01,alkalinize||alkalinize.v.01,become alkaline
mythologize.v.02,mythologize||mythologize.v.02,make into a myth
allegorize.v.02,allegorize||allegorize.v.02,make into an allegory
demythologize.v.01,demythologize||demythologize.v.01,remove the mythical element from (writings)
bring.v.05,bring||bring.v.05,bring into a different state
secularize.v.01,secularize||secularize.v.01,make secular and draw away from a religious orientation
rubberize.v.01,rubberize||rubberize.v.01,coat or impregnate with rubber
coarsen.v.02,coarsen||coarsen.v.02,make less subtle or refined
anodize.v.01,anodize||anodize.v.01,coat a metal with an oxide coat
citrate.v.01,citrate||citrate.v.01,cause to form a salt or ester of citric acid
equilibrate.v.01,equilibrate||equilibrate.v.01,bring to a chemical stasis or equilibrium
leave.v.04,leave||leave.v.04,leave unchanged or undisturbed or refrain from taking
affect.v.01,affect||affect.v.01,have an effect upon
strike_a_blow.v.01,strike_a_blow||strike_a_blow.v.01,affect adversely
repercuss.v.01,repercuss||repercuss.v.01,cause repercussions; have an unwanted effect
tell_on.v.02,tell_on||tell_on.v.02,produce an effect or strain on somebody
redound.v.03,redound||redound.v.03,have an effect for good or ill
bacterize.v.01,bacterize||bacterize.v.01,subject to the action of bacteria
change_by_reversal.v.01,change_by_reversal||change_by_reversal.v.01,change to the contrary
turn_the_tables.v.01,turn_the_tables||turn_the_tables.v.01,cause a complete reversal of the circumstances
commutate.v.01,commutate||commutate.v.01,reverse the direction of (an alternating electric current) each half cycle so as to produce a unidirectional current
alchemize.v.01,alchemize||alchemize.v.01,alter (elements) by alchemy
alcoholize.v.03,alcoholize||alcoholize.v.03,"make alcoholic, as by fermenting"
alcoholize.v.02,alcoholize||alcoholize.v.02,treat or infuse with alcohol
change_integrity.v.01,change_integrity||change_integrity.v.01,change in physical make-up
switch_over.v.01,switch_over||switch_over.v.01,"change over, change around, as to a new order or sequence"
change_shape.v.01,change_shape||change_shape.v.01,assume a different shape or form
individuate.v.02,individuate||individuate.v.02,give individual shape or form to
granulate.v.02,granulate||granulate.v.02,become granular
tie.v.05,tie||tie.v.05,form a knot or bow in
